0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	2
17	0
18	0
19	0
20	0
21	1
22	2
23	1
24	3
25	7
26	24
27	39
28	66
29	100
30	77
31	77
32	91
33	80
34	82
35	84
36	69
37	99
38	84
39	109
40	75
41	100
42	119
43	129
44	122
45	132
46	108
47	137
48	97
49	109
50	104
51	103
52	107
53	95
54	99
55	84
56	78
57	92
58	103
59	85
60	75
61	89
62	94
63	92
64	86
65	82
66	77
67	72
68	66
69	77
70	67
71	103
72	98
73	99
74	102
75	93
76	98
77	83
78	114
79	101
80	89
81	102
82	104
83	108
84	114
85	94
86	95
87	115
88	98
89	95
90	104
91	109
92	131
93	117
94	104
95	107
96	92
97	101
98	88
99	88
100	106
101	111
102	93
103	105
104	105
105	112
106	69
107	106
108	85
109	106
110	99
111	83
112	92
113	105
114	91
115	124
116	99
117	95
118	83
119	123
120	76
121	90
122	100
123	106
124	117
125	115
126	105
127	131
128	110
129	137
130	140
131	112
132	126
133	131
134	128
135	146
136	135
137	146
138	130
139	141
140	128
141	142
142	164
143	162
144	132
145	136
146	148
147	138
148	150
149	162
150	123
151	136
152	157
153	127
154	151
155	143
156	127
157	128
158	122
159	126
160	134
161	127
162	144
163	138
164	131
165	95
166	123
167	127
168	122
169	111
170	131
171	119
172	113
173	115
174	116
175	105
176	114
177	127
178	124
179	119
180	110
181	126
182	126
183	104
184	112
185	117
186	110
187	101
188	101
189	107
190	117
191	104
192	97
193	126
194	107
195	105
196	93
197	100
198	91
199	87
200	93
201	105
202	105
203	92
204	90
205	95
206	109
207	99
208	90
209	103
210	91
211	80
212	93
213	83
214	98
215	76
216	106
217	84
218	75
219	88
220	76
221	86
222	90
223	82
224	79
225	82
226	89
227	100
228	54
229	90
230	80
231	75
232	76
233	84
234	72
235	87
236	70
237	64
238	75
239	65
240	70
241	62
242	62
243	91
244	84
245	84
246	63
247	63
248	75
249	87
250	55
251	65
252	86
253	73
254	76
255	64
256	77
257	83
258	61
259	72
260	59
261	70
262	57
263	68
264	62
265	49
266	60
267	65
268	73
269	76
270	63
271	62
272	67
273	48
274	60
275	46
276	63
277	69
278	59
279	67
280	61
281	67
282	78
283	51
284	51
285	61
286	58
287	63
288	57
289	54
290	59
291	51
292	63
293	75
294	61
295	54
296	59
297	72
298	62
299	54
300	54
301	55
302	59
303	54
304	82
305	69
306	55
307	65
308	63
309	68
310	54
311	66
312	62
313	64
314	61
315	59
316	60
317	64
318	55
319	58
320	71
321	74
322	65
323	67
324	60
325	59
326	46
327	57
328	52
329	43
330	55
331	53
332	60
333	66
334	58
335	57
336	62
337	49
338	57
339	59
340	52
341	60
342	60
343	48
344	49
345	49
346	59
347	65
348	51
349	49
350	52
351	59
352	43
353	58
354	58
355	55
356	56
357	58
358	57
359	53
360	74
361	55
362	66
363	57
364	56
365	58
366	71
367	50
368	53
369	53
370	52
371	62
372	44
373	57
374	52
375	53
376	58
377	64
378	58
379	50
380	55
381	65
382	52
383	52
384	49
385	62
386	52
387	66
388	55
389	66
390	60
391	63
392	50
393	59
394	60
395	57
396	59
397	72
398	60
399	63
400	72
401	71
402	44
403	65
404	59
405	53
406	67
407	59
408	50
409	60
410	50
411	61
412	46
413	56
414	53
415	57
416	63
417	52
418	53
419	67
420	48
421	68
422	62
423	65
424	63
425	62
426	45
427	60
428	68
429	58
430	49
431	49
432	56
433	53
434	57
435	54
436	67
437	62
438	55
439	58
440	74
441	41
442	49
443	55
444	52
445	65
446	57
447	54
448	46
449	48
450	63
451	59
452	53
453	60
454	49
455	57
456	48
457	45
458	52
459	47
460	67
461	57
462	61
463	63
464	52
465	56
466	59
467	71
468	55
469	46
470	52
471	51
472	50
473	54
474	72
475	50
476	67
477	51
478	46
479	67
480	58
481	65
482	59
483	63
484	55
485	63
486	55
487	45
488	55
489	61
490	49
491	81
492	67
493	70
494	58
495	54
496	62
497	44
498	57
499	61
500	66
501	59
502	48
503	63
504	48
505	65
506	48
507	55
508	69
509	59
510	48
511	74
512	64
513	50
514	63
515	60
516	51
517	56
518	50
519	55
520	65
521	62
522	63
523	63
524	68
525	68
526	48
527	74
528	58
529	78
530	56
531	70
532	88
533	65
