0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	1
20	1
21	2
22	2
23	3
24	10
25	36
26	67
27	159
28	231
29	332
30	313
31	299
32	283
33	283
34	253
35	248
36	179
37	233
38	232
39	257
40	284
41	346
42	399
43	479
44	554
45	638
46	666
47	808
48	790
49	790
50	708
51	698
52	581
53	554
54	453
55	439
56	369
57	373
58	307
59	290
60	223
61	216
62	186
63	183
64	169
65	164
66	144
67	161
68	134
69	139
70	152
71	159
72	153
73	208
74	177
75	179
76	154
77	192
78	174
79	166
80	183
81	195
82	180
83	201
84	166
85	196
86	197
87	203
88	215
89	223
90	203
91	223
92	209
93	215
94	200
95	246
96	193
97	190
98	223
99	208
100	203
101	172
102	200
103	191
104	213
105	239
106	219
107	212
108	248
109	247
110	261
111	278
112	295
113	332
114	263
115	298
116	276
117	247
118	279
119	272
120	221
121	259
122	209
123	189
124	204
125	178
126	166
127	196
128	169
129	184
130	167
131	131
132	155
133	162
134	161
135	152
136	155
137	162
138	163
139	173
140	159
141	195
142	206
143	202
144	158
145	216
146	191
147	170
148	189
149	220
150	201
151	199
152	211
153	192
154	174
155	157
156	149
157	199
158	162
159	167
160	160
161	142
162	143
163	131
164	138
165	150
166	141
167	153
168	166
169	171
170	165
171	171
172	197
173	214
174	188
175	203
176	200
177	231
178	232
179	220
180	213
181	239
182	236
183	239
184	225
185	232
186	200
187	217
188	163
189	191
190	141
191	159
192	135
193	153
194	137
195	133
196	126
197	130
198	120
199	127
200	145
201	154
202	144
203	188
204	193
205	200
206	190
207	208
208	210
209	248
210	232
211	253
212	286
213	312
214	269
215	250
216	264
217	250
218	262
219	232
220	251
221	246
222	217
223	229
224	175
225	150
226	160
227	160
228	145
229	121
230	118
231	92
232	89
233	112
234	84
235	88
236	70
237	74
238	59
239	61
240	80
241	74
242	66
243	60
244	61
245	59
246	76
247	60
248	62
249	47
250	44
251	50
252	51
253	64
254	54
255	56
256	54
257	47
258	61
259	40
260	55
261	62
262	45
263	52
264	36
265	39
266	46
267	46
268	54
269	30
270	58
271	52
272	54
273	45
274	58
275	45
276	40
277	46
278	41
279	47
280	47
281	43
282	47
283	43
284	37
285	57
286	44
287	50
288	56
289	39
290	44
291	56
292	44
293	41
294	52
295	48
296	46
297	58
298	46
299	50
300	42
301	52
302	42
303	34
304	51
305	45
306	48
307	41
308	41
309	41
310	41
311	39
312	41
313	43
314	47
315	43
316	48
317	33
318	28
319	43
320	37
321	30
322	39
323	47
324	53
325	34
326	39
327	42
328	30
329	36
330	40
331	33
332	27
333	37
334	38
335	40
336	34
337	35
338	47
339	42
340	35
341	43
342	36
343	43
344	51
345	59
346	55
347	55
348	69
349	62
350	65
351	61
352	72
353	90
354	75
355	93
356	83
357	73
358	95
359	104
360	103
361	128
362	103
363	138
364	109
365	125
366	118
367	114
368	120
369	128
370	114
371	141
372	116
373	117
374	123
375	109
376	96
377	124
378	105
379	115
380	84
381	105
382	100
383	98
384	78
385	86
386	71
387	76
388	51
389	59
390	48
391	52
392	46
393	55
394	55
395	49
396	50
397	49
398	48
399	53
400	49
401	53
402	39
403	39
404	50
405	38
406	34
407	35
408	43
409	38
410	35
411	30
412	31
413	46
414	37
415	30
416	35
417	38
418	32
419	41
420	48
421	25
422	26
423	27
424	29
425	24
426	26
427	38
428	26
429	26
430	29
431	27
432	30
433	22
434	16
435	21
436	24
437	24
438	34
439	25
440	23
441	30
442	27
443	30
444	40
445	34
446	34
447	29
448	15
449	36
450	28
451	32
452	23
453	18
454	25
455	39
456	30
457	31
458	41
459	27
460	23
461	38
462	32
463	40
464	27
465	34
466	29
467	41
468	34
469	38
470	22
471	27
472	32
473	36
474	28
475	32
476	30
477	31
478	33
479	30
480	27
481	26
482	27
483	24
484	25
485	34
486	25
487	26
488	29
489	26
490	16
491	22
492	21
493	26
494	16
495	26
496	23
497	25
498	25
499	24
500	27
501	27
502	26
503	16
504	23
505	31
506	21
507	22
508	16
509	30
510	24
511	27
512	35
513	25
514	23
515	26
516	23
517	24
518	19
519	22
520	13
521	18
522	18
523	25
524	28
525	24
526	24
527	22
528	18
529	21
530	27
531	21
532	25
533	17
