0	0
1	0
2	1
3	3
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	2
17	0
18	1
19	7
20	6
21	9
22	6
23	12
24	16
25	36
26	75
27	221
28	572
29	819
30	774
31	842
32	914
33	872
34	830
35	905
36	891
37	921
38	943
39	994
40	1035
41	1031
42	1133
43	1116
44	1139
45	1229
46	1169
47	1203
48	1172
49	1161
50	1174
51	1117
52	1058
53	1063
54	1003
55	988
56	928
57	1013
58	957
59	1029
60	957
61	920
62	929
63	860
64	807
65	821
66	708
67	746
68	717
69	820
70	802
71	948
72	936
73	1058
74	1053
75	1014
76	1138
77	1238
78	1243
79	1225
80	1166
81	1263
82	1252
83	1290
84	1143
85	1232
86	1161
87	1208
88	1167
89	1183
90	1086
91	1245
92	1136
93	1184
94	1161
95	1177
96	1165
97	1263
98	1199
99	1288
100	1144
101	1236
102	1212
103	1250
104	1218
105	1296
106	1248
107	1270
108	1306
109	1378
110	1320
111	1390
112	1449
113	1580
114	1472
115	1630
116	1589
117	1628
118	1599
119	1766
120	1674
121	1720
122	1767
123	1783
124	1642
125	1772
126	1614
127	1694
128	1581
129	1742
130	1680
131	1689
132	1554
133	1663
134	1595
135	1512
136	1573
137	1543
138	1568
139	1501
140	1387
141	1524
142	1393
143	1444
144	1373
145	1449
146	1334
147	1392
148	1247
149	1291
150	1319
151	1279
152	1168
153	1268
154	1251
155	1234
156	1173
157	1227
158	1134
159	1228
160	1147
161	1148
162	1080
163	1091
164	1011
165	1152
166	1123
167	1088
168	1092
169	1137
170	991
171	1044
172	1042
173	1002
174	1076
175	962
176	1027
177	1013
178	935
179	978
180	959
181	962
182	897
183	937
184	940
185	948
186	907
187	957
188	874
189	953
190	893
191	879
192	841
193	924
194	872
195	951
196	915
197	868
198	880
199	838
200	893
201	884
202	860
203	865
204	809
205	818
206	851
207	872
208	781
209	823
210	824
211	810
212	824
213	755
214	768
215	797
216	809
217	841
218	801
219	809
220	736
221	772
222	815
223	864
224	824
225	751
226	772
227	808
228	752
229	807
230	758
231	811
232	731
233	784
234	771
235	757
236	744
237	816
238	744
239	781
240	789
241	769
242	773
243	756
244	755
245	782
246	824
247	797
248	737
249	815
250	774
251	811
252	744
253	810
254	701
255	810
256	785
257	785
258	801
259	791
260	748
261	857
262	798
263	773
264	775
265	826
266	813
267	763
268	741
269	791
270	708
271	734
272	790
273	802
274	753
275	713
276	676
277	694
278	634
279	658
280	589
281	660
282	627
283	590
284	547
285	545
286	513
287	520
288	469
289	466
290	469
291	424
292	409
293	385
294	381
295	351
296	350
297	353
298	307
299	343
300	306
301	308
302	303
303	314
304	264
305	274
306	289
307	276
308	256
309	249
310	255
311	275
312	241
313	240
314	225
315	267
316	234
317	252
318	222
319	212
320	241
321	266
322	244
323	232
324	220
325	189
326	216
327	235
328	204
329	236
330	221
331	238
332	222
333	251
334	228
335	238
336	224
337	232
338	245
339	224
340	217
341	254
342	256
343	272
344	261
345	269
346	240
347	240
348	269
349	306
350	289
351	317
352	288
353	341
354	313
355	339
356	342
357	390
358	419
359	391
360	410
361	448
362	447
363	539
364	504
365	581
366	606
367	666
368	737
369	744
370	846
371	974
372	989
373	1115
374	1183
375	1285
376	1423
377	1559
378	1644
379	1848
380	1897
381	2081
382	2275
383	2474
384	2532
385	2708
386	2871
387	3225
388	3105
389	3492
390	3572
391	3839
392	3847
393	4125
394	4039
395	4250
396	4231
397	4350
398	4329
399	4318
400	4187
401	4362
402	4060
403	4241
404	3797
405	3801
406	3638
407	3560
408	3215
409	3183
410	2875
411	2805
412	2542
413	2364
414	2080
415	1917
416	1707
417	1662
418	1400
419	1275
420	1066
421	946
422	784
423	723
424	611
425	561
426	469
427	407
428	341
429	282
430	229
431	189
432	142
433	143
434	128
435	115
436	105
437	78
438	70
439	69
440	61
441	58
442	44
443	50
444	44
445	36
446	40
447	35
448	42
449	48
450	27
451	39
452	32
453	30
454	38
455	30
456	31
457	38
458	27
459	37
460	32
461	28
462	36
463	29
464	33
465	40
466	29
467	36
468	35
469	40
470	30
471	26
472	24
473	34
474	28
475	34
476	21
477	30
478	34
479	22
480	33
481	24
482	24
483	34
484	39
485	32
486	29
487	26
488	31
489	24
490	30
491	33
